0,1
6067,19720
6067,20183
3,4950
3,18029
3,5916
4,2865
4,9342
34957,21395
34957,9891
34957,9340
34957,31260
34957,14820
34957,31890
34957,26666
34957,22516
8,14003
9,23914
9,27768
10,35842
10,23589
10,34238
10,19973
10,4708
10,19256
10,14478
10,22674
10,1407
10,16641
10,29465
10,16995
10,21934
15,30833
21,22321
21,23783
21,2992
21,36632
21,20919
21,20961
21,1315
24,7976
24,14805
6071,5061
6071,31890
6071,31987
6071,11051
6071,1739
26,17091
27,24094
27,12798
27,37475
27,11225
27,32452
27,33424
27,7847
27,3582
27,12838
27,13090
27,35668
27,34059
27,23051
31,10808
31,23880
32,4293
32,22351
33,10510
33,5398
34,27474
34,3635
34,27804
34,18741
24655,22615
24655,15919
24655,2417
24655,15407
35,23589
35,25218
38,23783
38,18028
38,1524
38,9804
38,31756
42,23589
42,31731
42,22321
42,27718
42,15684
24499,4819
24499,3374
24499,33602
24499,36659
24499,30948
24499,24939
24499,12542
24499,34620
1193,28234
1193,4036
1193,10001
48,35665
49,5552
49,26597
49,10269
49,7121
49,33671
51,27985
52,22321
22212,6138
58,14312
59,13761
61,8357
61,772
62,30717
29946,33671
67,26706
67,29023
72,18731
72,32161
72,11573
72,11055
72,1353
72,1618
74,15745
75,1089
75,31923
6079,23589
6079,32409
77,3115
79,33601
82,15338
83,26110
83,33671
83,25858
83,5629
83,8828
83,5858
83,2489
85,35708
18373,28603
18373,33029
87,15870
90,21351
90,24444
90,15808
90,13411
90,13893
30931,23271
30931,11591
30931,4333
30931,1139
30931,34042
30931,19400
30931,36310
30931,8508
30931,27101
30931,6149
30931,3190
30931,13506
30931,19728
6081,9355
97,22321
98,31814
98,28544
98,3218
98,33546
99,36916
99,11442
99,7995
99,37085
99,5629
99,32812
99,10060
99,29115
99,23261
99,31324
99,2755
99,34603
99,8507
99,16033
99,32639
99,23100
99,14459
99,23519
99,338
6082,2270
6082,28436
6082,14815
101,29255
101,32525
101,35212
101,6114
101,6479
101,22642
101,33708
101,30717
101,13169
101,11206
101,10711
101,23228
101,31174
101,27777
101,36681
101,34423
101,16905
101,8912
101,1891
101,21537
101,17652
101,18029
101,910
101,13332
101,2270
101,6295
101,36620
101,2273
101,7222
101,13743
101,19534
101,13761
101,28451
101,27860
101,9552
101,32421
101,7156
101,33910
101,14878
101,7183
101,32897
101,19684
101,29620
101,27655
101,1877
101,3542
101,32182
102,10689
102,32124
103,23434
103,27401
103,22125
106,25367
108,16385
108,27593
108,9238
108,33152
108,24409
108,22071
108,33485
108,31729
108,35061
108,1948
108,25507
108,20322
108,5673
108,11710
108,30003
108,24473
108,32572
108,12534
108,27803
108,12978
108,17126
108,23817
108,15541
109,11085
109,16954
109,24905
109,25777
110,14021
113,8459
114,32134
115,5629
115,14352
115,26261
115,20100
115,31631
116,17395
116,24733
116,3665
116,2993
117,26843
117,9667
119,10450
119,16080
119,21081
119,35968
120,23589
120,27072
120,9553
120,8225
120,2164
120,29421
120,22321
120,22329
120,20812
120,9455
120,25102
120,937
120,31890
120,3131
120,11018
120,17787
120,26110
120,8946
120,13789
120,36652
120,27803
120,34298
120,5943
120,18035
120,33029
124,21425
124,31345
124,6307
125,28288
125,5013
126,35417
126,23733
126,14954
126,35865
126,31354
126,16639
127,22898
127,910
129,8357
129,8093
130,30881
130,31890
130,561
130,15990
130,32165
30936,8245
136,8637
136,27424
32362,31247
32362,26223
32362,18682
138,14954
138,6137
26996,1789
140,6086
142,1726
142,19300
145,11244
145,11081
145,22389
145,25249
146,22137
146,23534
146,8880
146,37682
149,18053
151,32729
152,28970
152,4016
152,35660
153,31890
155,14954
155,37134
158,16498
158,5673
159,13421
159,9520
159,35829
159,2796
159,2614
159,29023
159,25441
159,25143
159,30724
159,32914
159,35158
159,7890
159,22932
159,20193
159,34124
159,19951
159,33283
159,17677
159,8931
159,24161
159,4948
159,28474
159,28944
159,30650
159,27631
159,16042
159,7775
159,31131
159,28603
159,11537
159,13413
159,12407
159,260
159,12963
159,11394
159,32559
159,3293
159,37522
159,23649
159,1418
159,11182
159,18785
159,18491
159,17010
159,26918
159,232
159,16166
159,30549
159,31802
26579,6295
26579,16101
26579,29391
26579,4609
26579,29115
26579,22545
26579,31713
26579,6307
162,6957
164,18254
168,17850
168,26662
168,18663
168,10638
170,32580
172,36771
173,10427
173,13303
173,18163
173,3374
173,14954
178,1551
6094,22321
6094,33401
6094,25286
6094,35307
6094,24939
6094,21432
6094,18624
6094,14003
6094,33736
6094,8329
182,11802
182,14352
182,29696
182,26662
182,32216
182,32191
182,17123
182,8261
182,16859
182,20135
182,30607
182,35905
182,22071
182,1643
182,4879
182,37678
182,12293
182,18745
182,7195
182,36804
182,14045
182,5624
182,2326
182,13421
182,36363
182,25272
182,18211
182,15675
182,28610
182,11536
182,8757
182,29023
182,1427
182,23397
182,6968
182,10620
182,29701
182,10730
182,18949
30946,32908
30946,20058
30946,28153
30946,4184
185,23589
185,2273
190,8256
193,19888
193,28288
1163,35794
1163,25509
1163,33671
197,7105
197,19698
197,8245
197,30935
197,9359
197,16406
198,26888
199,27803
199,11242
205,15054
205,9721
205,26110
205,37289
205,28944
205,14954
205,2078
205,31890
205,13413
205,17099
206,13213
206,5673
206,24228
208,14094
208,24789
209,20063
1236,37072
213,34081
213,37289
213,4562
213,36289
213,31890
213,10595
213,16304
213,37682
215,8979
215,19253
215,20957
215,35357
215,27928
215,21397
215,12734
217,37206
27273,3664
27273,2333
27273,22370
218,6044
218,14319
218,7712
218,27291
218,33128
218,16631
218,14613
218,5617
218,17099
218,6544
218,33293
218,1632
218,588
218,18745
218,24031
218,2579
218,27202
218,19982
218,14249
218,8321
218,20321
218,31039
218,14954
218,36652
218,4972
218,20100
218,27803
218,21501
218,6149
218,2347
218,35773
218,13647
218,26086
218,24677
218,16916
219,852
220,9721
27532,8228
27532,22132
27532,18035
226,27803
226,33671
226,29696
228,16631
228,10111
228,7097
228,1573
228,8019
228,4422
228,22932
228,26823
230,8061
965,363
965,35332
965,33863
965,10739
965,6084
965,16680
965,22642
965,11225
965,25510
965,33247
965,31616
965,32112
965,29560
965,31890
965,28574
965,18486
965,22007
965,15143
965,3491
965,23576
965,8142
965,10497
965,8054
965,34561
965,23706
965,8472
965,35236
232,8582
232,14018
232,33293
232,29772
232,13663
232,19905
232,20555
232,31969
232,30332
232,35253
232,20547
232,2075
232,19253
232,6308
232,37471
232,9678
232,29873
232,27803
232,35599
232,37289
232,28603
232,18038
233,18747
233,28006
234,13303
34030,17010
236,28601
18395,2495
18395,33546
240,36539
240,4630
240,2375
243,6836
34271,7274
34271,28212
34271,2773
34271,2073
245,19416
247,8880
259,32509
259,506
262,34522
262,27803
262,19392
262,10402
262,19222
262,7027
262,23879
262,36389
262,22321
265,8357
265,31893
266,953
267,23449
268,27803
268,19
269,19362
269,36559
269,27780
269,37150
269,17128
269,8364
269,15131
269,8520
269,33273
269,17010
270,25113
270,2147
271,17128
271,24605
273,34427
273,19324
273,31497
273,10595
273,5188
273,35876
273,18163
273,31890
273,36164
273,3990
273,18638
277,20961
277,34020
277,32661
277,18035
279,3491
279,15024
279,35008
279,29911
279,10001
282,20191
282,27941
282,13519
282,10402
282,4240
282,9968
282,27450
282,23354
282,31324
282,9753
282,37289
282,18435
282,24341
282,12404
282,11344
282,33423
282,27202
284,25102
284,18663
27608,14003
286,15760
286,23616
288,13647
288,4088
288,36540
288,20100
289,15115
4818,9721
4818,10854
4818,25239
4818,29819
4818,1017
4818,4961
4818,35955
4818,33671
4818,19670
4818,12062
4818,2442
4818,1880
4818,28490
4818,1631
4818,27647
4818,14696
4818,8011
4818,12748
4818,2837
4818,5673
4818,36896
4818,11968
4818,27518
4818,24888
4818,35474
4818,27803
4818,26569
4818,28398
4818,28144
4818,36774
4818,19168
4818,8783
4818,32120
4818,20698
33064,15705
33064,814
33064,12336
33064,10772
33064,22843
33064,17871
33064,35521
33064,27803
33064,9455
33064,166
33064,20058
33064,27088
33064,18967
12247,27803
12247,19981
12247,1037
12247,4088
296,5076
296,21737
297,29979
297,9102
297,24350
297,36718
297,17580
297,3509
297,893
297,12892
297,14967
297,24729
297,2497
297,3597
297,22782
297,14395
