0,1
17,18876
24499,9947
24499,31659
24499,33410
24499,6641
24499,19222
24499,3789
24499,29052
24499,29055
24499,26979
24499,13638
24499,16959
24499,29536
24499,2078
24499,14400
24499,35773
24499,7027
24499,25477
24499,12003
24499,6631
24499,31890
24499,27803
24499,9051
24499,33012
24499,15313
24499,11279
24499,33366
24499,5300
24499,848
24499,32060
24499,33988
24499,3712
24499,23209
24499,32415
24499,73
52,22321
52,33671
52,1132
52,27803
52,13112
55,29827
55,11051
140,2683
140,5506
140,6134
140,30002
140,27803
140,29886
197,10595
197,31890
197,4793
197,18263
197,27803
197,35773
197,6631
219,17854
219,31890
219,33837
219,19222
219,9722
219,9051
219,30002
219,27803
219,27106
219,11051
227,20854
227,19222
227,16119
227,31365
272,19222
272,27803
272,5629
12330,36289
12330,31890
12330,10595
403,29052
403,9666
403,19222
403,11081
494,35773
494,1164
494,9947
494,6872
494,16959
494,35388
494,24514
494,32149
494,27803
494,23664
494,22642
494,1924
494,7027
494,34315
494,33012
494,11279
494,8635
494,26827
494,13524
494,14099
494,31126
494,24842
494,7852
494,19253
494,31890
494,29055
494,21142
685,35773
685,28118
685,14242
685,28943
685,9532
685,16726
685,13638
685,25812
685,7267
685,26343
685,19253
685,22359
685,24010
685,30969
685,11051
685,35008
685,33069
708,24830
708,33671
708,34026
708,15074
708,19222
708,31637
708,31170
708,11051
708,36628
708,34606
708,16119
708,27106
708,35773
4793,35773
4793,19222
4793,27106
4793,29715
4793,19253
4793,17530
4793,27450
4793,16390
4793,34026
4793,10080
4793,27803
4793,23664
4793,34705
4793,30002
4793,11051
4793,5048
4793,30235
4793,33564
4793,1095
4793,5629
4793,9051
4793,16321
4793,25812
4793,36652
4793,18263
848,31659
848,22452
848,8635
848,6641
848,13638
848,19222
848,31518
848,3226
848,10595
848,13504
848,15251
848,16959
848,10001
848,29536
848,20363
848,36628
848,26958
848,31126
848,5300
848,29912
848,6134
848,32060
848,33988
848,7976
848,3712
848,27803
848,32415
848,31813
848,26979
848,7852
848,25469
848,36578
848,2635
848,35828
848,21142
848,18876
848,22666
848,5061
848,2516
848,22130
848,31890
848,7006
848,29982
848,31917
848,33012
848,27929
848,15313
848,11279
848,3153
848,22881
848,23204
848,12003
848,28217
848,10840
29421,5688
29421,31695
29421,24718
29421,16122
29421,36628
29421,27037
29421,24207
29421,27803
29421,22881
29421,21375
29421,18562
29421,29082
29421,28426
29421,22442
29421,21411
29421,7339
29421,15093
29421,19222
29421,15192
29421,16752
29421,20927
