0,1
197,10595
12330,10595
18562,18657
18562,10332
18562,18489
18562,6229
18562,22606
18562,22832
18562,2078
18562,8337
18562,30809
18562,33029
18562,35008
18562,12506
18562,22666
2078,18787
2078,8289
2078,18701
2078,16390
2078,16726
2078,28749
2078,10403
2078,26649
2078,8549
2078,6165
2078,24718
2078,30896
2078,2281
2078,26979
2078,22881
2129,22881
2129,18701
2129,6165
2129,107
2129,4333
2129,2281
2152,28957
2152,22881
2152,2281
2236,26649
2281,73
2281,30809
2281,24830
2281,10403
2281,8357
2281,22832
2281,26649
2281,14670
2281,33029
2281,22782
2281,16631
2281,2176
2281,35008
2281,22666
2281,37056
2281,24718
2281,2347
2352,22666
2352,26979
2352,22782
2352,22881
24910,22881
24910,22782
24910,8549
24910,6165
24910,16390
24910,73
37175,33069
37175,30969
37175,35008
4174,6261
4174,4360
4174,24842
4174,14400
4174,26979
4174,18638
4283,33029
4283,22832
4333,26827
4333,16680
4333,22881
4333,10543
4333,2347
4408,35008
73,18787
73,10332
73,14578
73,29011
73,22769
73,22881
73,28922
73,22782
73,6165
73,16674
73,14624
73,16726
73,18479
73,6452
73,29024
73,10403
73,22755
6165,22642
6165,22606
6165,30762
6165,14670
6165,8337
6165,22666
6165,22881
6228,16726
6228,26763
6261,10403
8337,22881
8357,14537
8357,20528
8357,37056
8357,20535
8357,24649
8360,10543
8529,22642
8529,10595
8529,10459
8529,35008
8541,22642
8546,22642
10332,12591
10332,22666
10332,30809
10403,29011
10403,22782
10403,22666
10459,26899
10478,30969
10510,29023
10543,10595
10543,12505
10595,32941
10595,18638
10595,22832
10595,26899
10595,24905
10595,34965
10595,26649
10595,12505
10595,22881
37141,22666
8549,26753
8549,33029
8549,30809
33069,30969
33069,29011
33069,22881
33069,22666
33069,28943
12296,37086
26647,24842
26647,14624
26647,30809
26647,18638
12505,26827
12505,22642
12578,22642
12591,24830
18701,22832
18701,33029
18701,35008
18701,2300
14400,14624
14400,26827
14537,24905
14537,20528
14578,14670
14624,24830
14624,22642
14624,18638
14670,22881
16390,22606
16390,37107
16390,22832
16390,30762
16390,34970
16390,35008
16390,6229
16631,29023
16631,24649
16631,33029
16631,37056
16726,30969
16726,28986
16726,37107
16726,26979
16726,35008
16726,22882
16726,30839
16726,2176
16726,26763
33012,22642
33012,18638
18638,24842
18638,24905
18638,22881
18657,26649
2302,22642
20528,37116
20528,29011
20528,22823
20528,29023
20528,2347
20531,33029
20535,22666
20535,30809
20535,6229
20535,35008
20720,34902
20720,26649
20720,22881
34944,33029
34944,35008
34944,22666
34944,30809
22584,33029
22584,35008
22606,18787
22606,30896
22606,26958
22606,22881
22642,26827
22642,24842
22642,24905
22642,34965
22642,22881
22642,26979
22755,2176
22763,29023
22769,33029
22782,28957
22782,28749
22782,24595
22782,35008
22782,2176
22818,33029
22881,30779
22881,6229
22881,22832
22881,30969
22881,33029
22881,35008
22881,107
22881,30762
22881,24830
22881,37107
22881,24919
22881,30809
22881,22666
22881,2300
24595,26753
24595,22666
24718,35008
24718,28944
16680,24842
24830,28922
24830,18787
24905,35008
6229,28957
6229,30809
28944,29023
28944,8289
26649,28957
26649,35008
26665,35008
26699,35008
26724,26825
26763,37107
26899,34965
26958,22666
26958,2300
6452,33029
6452,22832
6452,35008
6452,30809
28749,30762
28943,37107
28957,37107
28957,34970
29011,35008
29023,33029
29023,26823
29023,2347
30779,37107
30839,37107
30863,35008
30969,37107
30969,35008
2300,37087
2300,35008
33029,107
33029,37056
22832,37107
22832,35008
22666,37107
22666,24649
22666,18787
34902,35008
35008,37087
