Name,Degree Centrality
14954,0.0648721399730821
37289,0.041049798115746966
16631,0.03714670255720053
29023,0.02839838492597577
20528,0.02772543741588156
26110,0.027590847913862716
17099,0.025437415881561235
13647,0.02086137281292059
17792,0.019515477792732164
20193,0.01911170928667564
36620,0.01870794078061911
12978,0.01763122476446837
28944,0.01763122476446837
6149,0.017227456258411843
29710,0.017227456258411843
36468,0.016958277254374158
34603,0.016285329744279944
24473,0.016150740242261104
17395,0.01547779273216689
5673,0.015208613728129206
14352,0.01440107671601615
17010,0.014131897711978465
23589,0.01386271870794078
37682,0.013593539703903094
18035,0.012651413189771197
25839,0.012516823687752355
27933,0.011978465679676984
4088,0.011843876177658141
29391,0.011574697173620457
13413,0.011305518169582772
8357,0.010901749663526245
3887,0.010767160161507403
22321,0.010497981157469716
29115,0.010363391655450874
6424,0.010363391655450874
28909,0.010363391655450874
3724,0.010094212651413189
33291,0.010094212651413189
20657,0.009690444145356662
13761,0.00955585464333782
32582,0.00955585464333782
10660,0.00955585464333782
56,0.009286675639300133
23271,0.00915208613728129
17128,0.00915208613728129
2907,0.00915208613728129
20047,0.00915208613728129
506,0.009017496635262448
12857,0.008882907133243606
20100,0.008613728129205921
30380,0.008613728129205921
32572,0.008344549125168237
23523,0.008209959623149394
24677,0.00794078061911171
11591,0.007806191117092866
2273,0.007806191117092866
36959,0.007806191117092866
31468,0.007671601615074024
19018,0.007671601615074024
1900,0.007537012113055181
4399,0.007537012113055181
910,0.007402422611036338
35665,0.007133243606998654
11225,0.006998654104979811
15384,0.006998654104979811
34042,0.006864064602960969
10609,0.006864064602960969
23228,0.006729475100942126
22837,0.006729475100942126
26649,0.006460296096904441
10703,0.006460296096904441
18949,0.006325706594885599
1358,0.006325706594885599
36559,0.006325706594885599
28601,0.006325706594885599
29620,0.006191117092866756
17850,0.006191117092866756
19905,0.006056527590847913
6218,0.006056527590847913
6984,0.006056527590847913
32566,0.005921938088829071
12539,0.005787348586810228
8142,0.005652759084791386
23629,0.005652759084791386
9352,0.005652759084791386
24363,0.005652759084791386
3961,0.005652759084791386
26918,0.005652759084791386
31713,0.005518169582772544
37678,0.005518169582772544
27291,0.005518169582772544
35521,0.005518169582772544
19362,0.005518169582772544
35686,0.005383580080753701
26356,0.005383580080753701
31354,0.005248990578734858
19982,0.005248990578734858
3757,0.005248990578734858
29584,0.005248990578734858
34594,0.005248990578734858
12744,0.005248990578734858
6669,0.005248990578734858
11117,0.005248990578734858
4069,0.005114401076716016
6625,0.005114401076716016
20861,0.005114401076716016
16037,0.005114401076716016
33380,0.005114401076716016
8783,0.004979811574697173
2330,0.004979811574697173
26753,0.004979811574697173
6394,0.004845222072678331
694,0.004845222072678331
8365,0.004845222072678331
3917,0.004845222072678331
34238,0.004845222072678331
14815,0.004710632570659489
20607,0.004710632570659489
7482,0.004710632570659489
25854,0.004710632570659489
101,0.004576043068640645
15054,0.004576043068640645
30714,0.004576043068640645
14910,0.004576043068640645
17965,0.004576043068640645
34007,0.004576043068640645
36363,0.004441453566621803
16916,0.004441453566621803
14696,0.004441453566621803
31379,0.004441453566621803
24896,0.004441453566621803
7300,0.004441453566621803
3978,0.004441453566621803
36984,0.004441453566621803
24161,0.004441453566621803
27777,0.004306864064602961
17652,0.004306864064602961
10589,0.004306864064602961
31957,0.004306864064602961
8734,0.004306864064602961
25270,0.004306864064602961
30481,0.004306864064602961
14729,0.004306864064602961
182,0.004172274562584118
13773,0.004172274562584118
34833,0.004172274562584118
10905,0.004172274562584118
34349,0.004172274562584118
32979,0.004172274562584118
15419,0.004172274562584118
25664,0.004172274562584118
2803,0.004037685060565276
8808,0.004037685060565276
28371,0.004037685060565276
20925,0.004037685060565276
24939,0.004037685060565276
30571,0.004037685060565276
17254,0.004037685060565276
36473,0.004037685060565276
14915,0.004037685060565276
12549,0.004037685060565276
8931,0.004037685060565276
17123,0.003903095558546433
14003,0.003903095558546433
35106,0.003903095558546433
30611,0.003903095558546433
3135,0.003903095558546433
23970,0.003903095558546433
17080,0.003903095558546433
16457,0.003903095558546433
15826,0.003903095558546433
35212,0.0037685060565275904
26662,0.0037685060565275904
13519,0.0037685060565275904
19726,0.0037685060565275904
23153,0.0037685060565275904
21766,0.0037685060565275904
239,0.0037685060565275904
5617,0.003633916554508748
19168,0.003633916554508748
8341,0.003633916554508748
2701,0.003633916554508748
18663,0.003633916554508748
23206,0.003633916554508748
12081,0.003633916554508748
2489,0.0034993270524899056
23397,0.0034993270524899056
30676,0.0034993270524899056
7426,0.0034993270524899056
30697,0.0034993270524899056
34898,0.0034993270524899056
34887,0.0034993270524899056
18298,0.0034993270524899056
33273,0.0034993270524899056
22938,0.0034993270524899056
6479,0.003364737550471063
22071,0.003364737550471063
16954,0.003364737550471063
18745,0.003364737550471063
28610,0.003364737550471063
